DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
2014-06-01 00:00:00,3.575109243,1.256659389,3.865477324,2.799282312,3.561697483,5.411818981,1.711292624,91.4964447,1,91.51396179,1,0,0,32.1509285,1,0,0,0.0,0,47.17188263,1,35.42539215,1,0,0,31.28939056,1,0.0,0,0.0,0,2.977576494,37.51244354,21.49389648,88.24916077,21.54837227,84.16412354,22.89800262,84.13555908,22.78286552,68.51447296,40.85246658,23.21010017,0
2014-06-01 01:00:00,3.842417955,0.418551445,4.330636501,3.089642763,3.910834551,5.5,2.42270565,94.77147675,1,94.78994751,1,0,0,32.8260994,1,0,0,0.0,0,48.19854355,1,0.0,0,0,0,30.98218155,1,0.0,0,111.9515686,1,2.976067305,35.77731705,25.61167145,91.30488586,25.66823196,86.42539978,28.93120193,64.38859558,28.81814957,75.58970642,28.72141266,27.82141304,0
2014-06-01 02:00:00,3.835109472,0.740994155,4.869606972,3.606478691,3.411909819,5.5,3.592134953,94.69247437,1,94.71091461,1,0,0,32.50901413,1,0,0,0.0,0,47.77819061,1,0.0,0,0,0,30.73181343,1,0.0,0,110.3696365,1,2.976104259,35.8194313,25.90639305,92.10140991,25.96188164,87.48783875,28.97667313,64.06623077,28.86530685,76.47376251,28.99456024,28.09456062,0
2014-06-01 03:00:00,3.842299223,1.055143595,5.41697073,4.225473881,2.950141907,5.5,4.745037079,94.01874542,1,94.03699493,1,0,0,0.0,0,0,0,0.0,0,47.42993546,1,0.0,0,0,0,29.50656891,1,0.0,0,101.7216187,1,2.976418257,36.17806625,27.98537254,76.61316681,27.94862938,90.10404968,29.36310196,64.02890015,29.25981903,80.8269043,30.63894081,29.73894119,0
2014-06-01 04:00:00,4.095070362,1.875786304,5.209950924,3.999862432,2.590472698,5.320394039,4.037989616,91.95379639,1,91.97144318,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,86.55198669,1,2.977368593,37.27145004,31.85507965,76.77586365,31.85507965,69.46923065,32.81020737,63.7215271,32.81020737,60.91004181,34.23847198,33.33847427,0
2014-06-01 05:00:00,4.393916607,2.785252094,5.028544903,3.296071529,2.245129108,5.099156857,3.212068558,91.71710205,1,91.73468018,1,0,0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0,83.67079926,1,2.977476358,37.39622498,32.46192551,76.43359375,32.46192551,68.80514526,33.07761765,63.22446442,33.07761765,60.14090729,34.82749176,33.92749023,0
2014-06-01 06:00:00,4.473108292,3.416749239,4.835638046,3.537194729,1.859485745,4.87689352,2.470061302,113.9456863,1,0.0,0,0,0,0.0,0,0,0,0.0,0,48.58942032,1,0.0,0,0,0,32.33544159,1,0.0,0,85.04415894,1,2.990675926,25.22455215,29.24501228,75.63360596,29.20658684,89.23941803,28.62035179,62.47149658,28.49798393,70.57946014,31.79465294,30.89465332,0
2014-06-01 07:00:00,4.242631912,3.792040825,4.603755474,4.321162224,1.388586164,5.223407269,3.231789827,115.5091934,1,0.0,0,0,0,0.0,0,0,0,0.0,0,49.17238235,1,35.27925873,1,0,0,30.51451111,1,0.0,0,76.51998901,1,2.990437746,24.33269691,29.20197868,74.79019928,29.16269493,88.09718323,21.2320919,82.79320526,21.12217903,69.44954681,31.70508575,30.80508614,0
2014-06-01 08:00:00,3.939062834,4.304584503,4.337592125,3.751731634,1.999373078,5.5,3.796055317,115.8144226,1,0.0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,35.39051437,1,0,0,29.55980682,1,0.0,0,55.13974762,1,2.990390778,24.15807724,31.46491432,73.60649109,31.46491432,65.75943756,21.20747757,82.4994812,21.10384941,72.50341797,33.68220901,32.78220749,0
2014-06-01 09:00:00,3.604884624,4.725868225,4.02609539,3.182461262,2.499388933,5.5,4.470480919,117.553627,1,0.0,0,0,0,0.0,0,0,0,0.0,0,50.421772,1,35.11175156,1,0,0,29.89967918,1,0.0,0,61.32693481,1,2.990121841,23.1599865,29.64512062,70.75910187,29.60396767,86.11506653,20.0984726,81.87628174,19.99262619,70.31465149,32.078228,31.17823029,0
2014-06-01 10:00:00,3.215387583,4.830075741,3.611463547,3.456687212,2.902210951,5.5,4.634410381,117.6940765,1,0.0,0,0,0,0.0,0,0,0,0.0,0,50.69231033,1,35.03728104,1,0,0,29.97647476,1,0.0,0,59.28076172,1,2.990099907,23.07915306,29.70910835,70.88961792,29.66754723,85.64083099,19.97533417,81.88213348,19.86898422,69.94451904,32.13465118,31.23465157,0
2014-06-01 11:00:00,2.851362944,4.909640789,3.217042923,3.561161041,3.265371799,5.5,4.681855202,118.3374176,1,0.0,0,0,0,0.0,0,0,0,0.0,0,50.86724854,1,34.90250397,1,0,0,29.82414627,1,0.0,0,54.74570847,1,2.989999533,22.70845222,29.73426819,70.19129181,29.69244003,85.31555939,19.60987282,81.74824524,19.50452232,70.06713104,32.14107895,31.24107742,0
2014-06-01 12:00:00,2.480741262,4.857599258,3.032414436,3.539831877,3.580448151,5.5,4.758569241,117.9298096,1,0.0,0,0,0,37.30478287,1,0,0,0.0,0,50.59689331,1,34.5508194,1,0,0,29.86096382,1,0.0,0,62.28701019,1,2.99006319,22.94340515,28.68919754,86.6879425,28.76743126,84.93073273,19.90568161,82.64509583,19.80008888,70.24530029,31.58492661,30.68492699,0
2014-06-01 13:00:00,2.217208624,4.615450382,3.449086666,3.460646868,4.039268494,5.259410381,3.647008896,117.3551102,1,0.0,0,0,0,36.27435303,1,0,0,0.0,0,50.34765244,1,0.0,0,0,0,0.0,0,0.0,0,68.22514343,1,2.990152836,23.27417755,28.70650864,88.57576752,28.77907372,85.43665314,29.29789352,62.62200546,29.29789352,56.0995636,31.61138535,30.71138573,0
2014-06-01 14:00:00,2.014149427,4.401487827,3.915968418,3.557344675,3.230156183,5.084953785,2.548788309,118.838913,1,0.0,0,0,0,35.71858978,1,0,0,0.0,0,50.02223206,1,0.0,0,0,0,32.20532227,1,0.0,0,62.31616211,1,2.989920855,22.41898918,28.34570885,89.19881439,28.41555977,85.71201324,25.58382607,61.82419586,25.46236801,68.0069809,31.20860672,30.30860519,0
2014-06-01 15:00:00,1.726788044,4.153615952,4.391105175,3.725459099,2.425282955,5.28649044,2.696618557,119.1285629,1,0.0,0,0,0,35.76457977,1,0,0,0.0,0,49.98348618,1,0.0,0,0,0,32.22134781,1,0.0,0,62.57152939,1,2.989875317,22.25159836,28.10613823,88.87849426,28.17630959,85.54837799,25.36818314,60.23948669,25.24661446,67.73430634,30.97059059,30.07059097,0
2014-06-01 16:00:00,1.448078513,3.908383369,4.842211723,3.829761744,1.520000577,5.4523592,2.707458258,119.8043747,1,0.0,0,0,0,35.85697937,1,0,0,0.0,0,50.15853882,1,0.0,0,0,0,32.20266342,1,0.0,0,61.37691498,1,2.989768744,21.86048508,27.80541611,88.4151535,27.87585449,84.9054184,24.94715691,59.19331741,24.82571793,67.37976837,30.66766548,29.76766586,0
2014-06-01 17:00:00,1.067668557,3.592684746,5.262067318,3.722054482,1.45117569,5.5,2.541796684,121.2178802,1,0.0,0,0,0,36.09383774,1,0,0,0.0,0,50.00883102,1,35.04765701,1,0,0,30.2845726,1,0.0,0,55.97940445,1,2.989544153,21.03989792,27.26825523,87.45897675,27.34028435,84.66284943,17.50377464,79.39381409,17.39539146,66.47506714,30.10848808,29.20848656,0
2014-06-01 18:00:00,0.902582586,3.710940838,4.849457741,3.613743782,1.693377256,5.5,2.269584894,98.79897308,1,98.81861877,1,0,0,0.0,0,0,0,0.0,0,50.38069534,1,35.52583694,1,0,0,30.28204918,1,0.0,0,68.01207733,1,2.974149704,33.61400604,28.78460693,70.06847382,28.74351692,85.33567047,18.90041733,79.95826721,18.79205132,67.87997437,31.25017166,30.35017204,0
2014-06-01 19:00:00,0.80310446,3.891186476,4.3826437,3.651202917,1.91396153,5.5,2.352612734,98.71430969,1,98.7339325,1,0,0,0.0,0,0,0,0.0,0,50.41367722,1,35.26979446,1,0,0,30.7571907,1,0.0,0,66.78964996,1,2.974190712,33.65981293,28.93119431,69.76535797,28.8900547,85.41684723,18.83221436,80.33905792,18.72067833,66.24488831,31.39078522,30.4907856,0
2014-06-01 20:00:00,0.72094202,4.058630943,3.92122817,3.694033623,2.184219837,5.497164249,2.003473997,99.27058411,1,99.29037476,1,0,0,0.0,0,0,0,0.0,0,50.69455719,1,35.30457306,1,0,0,30.66687202,1,0.0,0,63.27155304,1,2.973920584,33.35859299,29.00849533,67.67794037,28.96693039,84.93566132,18.52938843,79.97537231,18.41845703,66.2424469,31.45272064,30.55272102,0
